trace_id,sample_index,amplitude
55,7,-0.10648838387630419
55,8,6.938893903907228e-18
55,9,0.10648838387630417
55,10,0.20677605313423664
55,11,0.295339518787073
55,12,0.3881326650331138
55,13,0.4555990340714814
55,14,0.4713553510758829
55,15,0.4603780508756521
56,0,6.938893903907228e-18
56,1,0.10648838387630417
56,2,0.20677605313423664
56,3,0.295339518787073
56,4,0.3881326650331138
56,5,0.4555990340714814
56,6,0.4713553510758829
56,7,0.4603780508756521
56,8,0.43061246442089646
56,9,0.3917106528058849
56,10,0.35334595618167686
56,11,0.3236302262151881
56,12,0.2876594502771811
56,13,0.3236302262151881
56,14,0.35334595618167686
56,15,0.3917106528058849
57,0,0.43061246442089646
57,1,0.3917106528058849
57,2,0.35334595618167686
57,3,0.3236302262151881
57,4,0.2876594502771811
57,5,0.3236302262151881
57,6,0.35334595618167686
57,7,0.3917106528058849
57,8,0.43061246442089646
57,9,0.4603780508756521
57,10,0.4713553510758829
57,11,0.4555990340714814
57,12,0.42860214972187466
57,13,0.31354680790197187
57,14,0.19113741492727107
57,15,0.05029757837320917
58,0,0.43061246442089646
58,1,0.4603780508756521
58,2,0.4713553510758829
58,3,0.4555990340714814
58,4,0.42860214972187466
58,5,0.31354680790197187
58,6,0.19113741492727107
58,7,0.05029757837320917
58,8,-0.09576485652518335
58,9,-0.23134658744916647
58,10,-0.3404240862354082
58,11,-0.4091010375284674
58,12,-0.4481363951002855
58,13,-0.42730832664336627
58,14,-0.32478544802844267
58,15,-0.17515578194607143
59,0,-0.09576485652518335
59,1,-0.23134658744916647
59,2,-0.3404240862354082
59,3,-0.4091010375284674
59,4,-0.4481363951002855
59,5,-0.42730832664336627
59,6,-0.32478544802844267
59,7,-0.17515578194607143
59,8,-6.938893903907228e-18
59,9,0.17515578194607145
59,10,0.32478544802844267
59,11,0.42730832664336627
59,12,0.48860587978904646
59,13,0.42730832664336627
59,14,0.32478544802844267
59,15,0.17515578194607143
60,0,-6.938893903907228e-18
60,1,0.17515578194607145
60,2,0.32478544802844267
60,3,0.42730832664336627
60,4,0.48860587978904646
60,5,0.42730832664336627
60,6,0.32478544802844267
60,7,0.17515578194607143
60,8,6.938893903907228e-18
60,9,-0.17515578194607145
60,10,-0.32478544802844267
60,11,-0.42730832664336627
60,12,-0.4481363951002856
60,13,-0.4091010375284674
60,14,-0.3404240862354082
60,15,-0.23134658744916645
61,0,6.938893903907228e-18
61,1,-0.17515578194607145
61,2,-0.32478544802844267
61,3,-0.42730832664336627
61,4,-0.4481363951002856
61,5,-0.4091010375284674
61,6,-0.3404240862354082
61,7,-0.23134658744916645
61,8,-0.09576485652518335
61,9,0.050297578373209154
61,10,0.1911374149272711
61,11,0.31354680790197187
61,12,0.38813266503311383
61,13,0.4373917449565825
61,14,0.4869939892828484
61,15,0.5165688563787472
62,0,-0.09576485652518335
62,1,0.050297578373209154
62,2,0.1911374149272711
62,3,0.31354680790197187
62,4,0.38813266503311383
62,5,0.4373917449565825
62,6,0.4869939892828484
62,7,0.5165688563787472
62,8,0.5263773209460798
62,9,0.5165688563787472
62,10,0.4869939892828484
62,11,0.4373917449565825
62,12,0.3881326650331137
62,13,0.31354680790197187
62,14,0.19113741492727107
62,15,0.05029757837320917
63,0,0.5263773209460798
63,1,0.5165688563787472
63,2,0.4869939892828484
63,3,0.4373917449565825
63,4,0.3881326650331137
63,5,0.31354680790197187
63,6,0.19113741492727107
63,7,0.05029757837320917
63,8,-0.09576485652518335
63,9,-0.23134658744916647
63,10,-0.3404240862354082
63,11,-0.4091010375284674
63,12,-0.40766691041152464
63,13,-0.4091010375284674
63,14,-0.3404240862354082
63,15,-0.23134658744916645
64,0,-0.09576485652518335
64,1,-0.23134658744916647
64,2,-0.3404240862354082
64,3,-0.4091010375284674
64,4,-0.40766691041152464
64,5,-0.4091010375284674
64,6,-0.3404240862354082
64,7,-0.23134658744916645
